id_token,token_e,company_name,earnings_day,filing_date,fiscal_period,fiscal_year
7,ENPH,"Enphase Energy, Inc.",2022-07-25,2022-07-26,Q2,2022
7,ENPH,"Enphase Energy, Inc.",2022-04-25,2022-04-26,Q1,2022
7,ENPH,"Enphase Energy, Inc.",2022-02-10,2022-02-11,FY,2021
8,HUBB,HUBBELL INC,2024-02-07,2024-02-08,FY,2023
8,HUBB,HUBBELL INC,2023-10-31,2023-11-01,Q3,2023
8,HUBB,HUBBELL INC,2023-07-25,2023-07-26,Q2,2023
8,HUBB,HUBBELL INC,2023-04-27,2023-04-28,Q1,2023
8,HUBB,HUBBELL INC,2023-02-08,2023-02-09,FY,2022
8,HUBB,HUBBELL INC,2022-10-25,2022-10-26,Q3,2022
8,HUBB,HUBBELL INC,2022-07-26,2022-07-27,Q2,2022
8,HUBB,HUBBELL INC,2022-04-26,2022-04-27,Q1,2022
8,HUBB,HUBBELL INC,2022-02-10,2022-02-11,FY,2021
9,IDT,IDT CORP,2024-03-10,2024-03-11,Q2,2024
9,IDT,IDT CORP,2023-12-10,2023-12-11,Q1,2024
9,IDT,IDT CORP,2023-10-15,2023-10-16,FY,2023
9,IDT,IDT CORP,2023-06-08,2023-06-09,Q3,2023
9,IDT,IDT CORP,2023-03-12,2023-03-13,Q2,2023
9,IDT,IDT CORP,2022-12-12,2022-12-13,Q1,2023
9,IDT,IDT CORP,2022-10-13,2022-10-14,FY,2022
9,IDT,IDT CORP,2022-06-08,2022-06-09,Q3,2022
9,IDT,IDT CORP,2022-03-13,2022-03-14,Q2,2022
10,JCI,Johnson Controls International plc,2024-01-29,2024-01-30,Q1,2024
10,JCI,Johnson Controls International plc,2023-12-13,2023-12-14,FY,2023
10,JCI,Johnson Controls International plc,2023-08-01,2023-08-02,Q3,2023
10,JCI,Johnson Controls International plc,2023-05-04,2023-05-05,Q2,2023
10,JCI,Johnson Controls International plc,2023-01-31,2023-02-01,Q1,2023
10,JCI,Johnson Controls International plc,2022-11-14,2022-11-15,FY,2022
10,JCI,Johnson Controls International plc,2022-08-03,2022-08-04,Q3,2022
10,JCI,Johnson Controls International plc,2022-05-03,2022-05-04,Q2,2022
10,JCI,Johnson Controls International plc,2022-02-01,2022-02-02,Q1,2022
11,INSW,"International Seaways, Inc.",2024-02-28,2024-02-29,FY,2023
11,INSW,"International Seaways, Inc.",2023-11-06,2023-11-07,Q3,2023
11,INSW,"International Seaways, Inc.",2023-08-08,2023-08-09,Q2,2023
11,INSW,"International Seaways, Inc.",2023-05-04,2023-05-05,Q1,2023
11,INSW,"International Seaways, Inc.",2023-02-27,2023-02-28,FY,2022
11,INSW,"International Seaways, Inc.",2022-11-07,2022-11-08,Q3,2022
11,INSW,"International Seaways, Inc.",2022-05-03,2022-05-04,Q1,2022
11,INSW,"International Seaways, Inc.",2022-03-01,2022-03-02,FY,2021
12,INTC,INTEL CORP,2024-01-25,2024-01-26,FY,2023
12,INTC,INTEL CORP,2023-07-27,2023-07-28,Q2,2023
12,INTC,INTEL CORP,2023-04-27,2023-04-28,Q1,2023
12,INTC,INTEL CORP,2023-01-26,2023-01-27,FY,2022
12,INTC,INTEL CORP,2022-10-27,2022-10-28,Q3,2022
12,INTC,INTEL CORP,2022-07-28,2022-07-29,Q2,2022
12,INTC,INTEL CORP,2022-04-28,2022-04-29,Q1,2022
12,INTC,INTEL CORP,2022-01-26,2022-01-27,FY,2021
13,INTU,INTUIT INC.,2024-02-21,2024-02-22,Q2,2024
13,INTU,INTUIT INC.,2023-11-27,2023-11-28,Q1,2024
13,INTU,INTUIT INC.,2023-08-31,2023-09-01,FY,2023
13,INTU,INTUIT INC.,2023-05-22,2023-05-23,Q3,2023
13,INTU,INTUIT INC,2023-02-22,2023-02-23,Q2,2023
13,INTU,INTUIT INC,2022-11-28,2022-11-29,Q1,2023
13,INTU,INTUIT INC,2022-09-01,2022-09-02,FY,2022
13,INTU,INTUIT INC,2022-05-23,2022-05-24,Q3,2022
13,INTU,INTUIT INC,2022-03-01,2022-03-02,Q2,2022
14,ABBV,AbbVie Inc.,2024-02-19,2024-02-20,FY,2023
14,ABBV,AbbVie Inc.,2023-11-05,2023-11-06,Q3,2023
14,ABBV,AbbVie Inc.,2023-08-06,2023-08-07,Q2,2023
14,ABBV,AbbVie Inc.,2023-05-04,2023-05-05,Q1,2023
14,ABBV,AbbVie Inc.,2023-02-16,2023-02-17,FY,2022
14,ABBV,AbbVie Inc.,2022-11-03,2022-11-04,Q3,2022
14,ABBV,AbbVie Inc.,2022-08-03,2022-08-04,Q2,2022
14,ABBV,AbbVie Inc.,2022-05-05,2022-05-06,Q1,2022
14,ABBV,AbbVie Inc.,2022-02-17,2022-02-18,FY,2021
15,J,JACOBS SOLUTIONS INC.,2024-02-05,2024-02-06,Q1,2024
15,J,JACOBS SOLUTIONS INC.,2023-11-20,2023-11-21,FY,2023
15,J,JACOBS SOLUTIONS INC.,2023-08-07,2023-08-08,Q3,2023
15,J,JACOBS SOLUTIONS INC.,2023-05-08,2023-05-09,Q2,2023
15,J,JACOBS SOLUTIONS INC.,2023-02-06,2023-02-07,Q1,2023
15,J,JACOBS SOLUTIONS INC.,2022-11-20,2022-11-21,FY,2022
15,J,JACOBS ENGINEERING GROUP INC /DE/,2022-07-31,2022-08-01,Q3,2022
15,J,JACOBS ENGINEERING GROUP INC /DE/,2022-05-02,2022-05-03,Q2,2022
15,J,JACOBS ENGINEERING GROUP INC /DE/,2022-02-07,2022-02-08,Q1,2022
16,ADBE,ADOBE INC.,2024-03-26,2024-03-27,Q1,2024
16,ADBE,ADOBE INC.,2024-01-16,2024-01-17,FY,2023
16,ADBE,ADOBE INC.,2023-09-26,2023-09-27,Q3,2023
16,ADBE,ADOBE INC.,2023-06-27,2023-06-28,Q2,2023
16,ADBE,ADOBE INC.,2023-03-28,2023-03-29,Q1,2023
16,ADBE,ADOBE INC.,2023-01-16,2023-01-17,FY,2022
16,ADBE,ADOBE INC.,2022-09-27,2022-09-28,Q3,2022
16,ADBE,ADOBE INC.,2022-06-28,2022-06-29,Q2,2022
16,ADBE,ADOBE INC.,2022-03-29,2022-03-30,Q1,2022
16,ADBE,ADOBE INC.,2022-01-20,2022-01-21,FY,2021
17,BAC,BANK OF AMERICA CORP /DE/,2024-02-19,2024-02-20,FY,2023
17,BAC,BANK OF AMERICA CORP /DE/,2023-10-30,2023-10-31,Q3,2023
17,BAC,BANK OF AMERICA CORP /DE/,2023-07-30,2023-07-31,Q2,2023
17,BAC,BANK OF AMERICA CORP /DE/,2023-04-30,2023-05-01,Q1,2023
17,BAC,BANK OF AMERICA CORP /DE/,2023-02-21,2023-02-22,FY,2022
17,BAC,BANK OF AMERICA CORP /DE/,2022-10-27,2022-10-28,Q3,2022
17,BAC,BANK OF AMERICA CORP /DE/,2022-07-28,2022-07-29,Q2,2022
17,BAC,BANK OF AMERICA CORP /DE/,2022-04-28,2022-04-29,Q1,2022
17,BAC,BANK OF AMERICA CORP /DE/,2022-02-21,2022-02-22,FY,2021
18,DELL,Dell Technologies Inc.,2024-03-24,2024-03-25,FY,2024
18,DELL,Dell Technologies Inc.,2023-12-07,2023-12-08,Q3,2024
18,DELL,Dell Technologies Inc.,2023-09-11,2023-09-12,Q2,2024
18,DELL,Dell Technologies Inc.,2023-06-11,2023-06-12,Q1,2024
18,DELL,Dell Technologies Inc.,2023-03-29,2023-03-30,FY,2023
18,DELL,Dell Technologies Inc.,2022-12-04,2022-12-05,Q3,2023
18,DELL,Dell Technologies Inc.,2022-08-31,2022-09-01,Q2,2023
18,DELL,Dell Technologies Inc.,2022-06-05,2022-06-06,Q1,2023
18,DELL,Dell Technologies Inc.,2022-03-23,2022-03-24,FY,2022
19,BBY,BEST BUY CO INC,2024-03-14,2024-03-15,FY,2024
19,BBY,BEST BUY CO INC,2023-11-30,2023-12-01,Q3,2024
19,BBY,BEST BUY CO INC,2023-08-31,2023-09-01,Q2,2024
19,BBY,BEST BUY CO INC,2023-06-01,2023-06-02,Q1,2024
19,BBY,BEST BUY CO INC,2023-03-16,2023-03-17,FY,2023
19,BBY,BEST BUY CO INC,2022-12-05,2022-12-06,Q3,2023
19,BBY,BEST BUY CO INC,2022-09-07,2022-09-08,Q2,2023
19,BBY,BEST BUY CO INC,2022-06-01,2022-06-02,Q1,2023
19,BBY,BEST BUY CO INC,2022-03-17,2022-03-18,FY,2022
20,AMZN,AMAZON COM INC,2024-02-01,2024-02-02,FY,2023
20,AMZN,AMAZON COM INC,2023-08-03,2023-08-04,Q2,2023
20,AMZN,AMAZON COM INC,2023-04-27,2023-04-28,Q1,2023
20,AMZN,AMAZON COM INC,2023-02-02,2023-02-03,FY,2022
20,AMZN,AMAZON COM INC,2022-10-27,2022-10-28,Q3,2022
20,AMZN,AMAZON COM INC,2022-07-28,2022-07-29,Q2,2022
20,AMZN,AMAZON COM INC,2022-04-28,2022-04-29,Q1,2022
20,AMZN,AMAZON COM INC,2022-02-03,2022-02-04,FY,2021
21,JBL,JABIL INC,2024-04-04,2024-04-05,Q2,2024
21,JBL,JABIL INC,2024-01-08,2024-01-09,Q1,2024
21,JBL,JABIL INC,2023-10-19,2023-10-20,FY,2023
21,JBL,JABIL INC,2023-06-29,2023-06-30,Q3,2023
21,JBL,JABIL INC,2023-04-04,2023-04-05,Q2,2023
21,JBL,JABIL INC,2023-01-05,2023-01-06,Q1,2023
21,JBL,JABIL INC,2022-10-24,2022-10-25,FY,2022
21,JBL,JABIL INC,2022-06-30,2022-07-01,Q3,2022
21,JBL,JABIL INC,2022-03-31,2022-04-01,Q2,2022
21,JBL,JABIL INC,2022-01-06,2022-01-07,Q1,2022
22,AAP,ADVANCE AUTO PARTS INC,2024-03-11,2024-03-12,FY,2023
22,AAP,ADVANCE AUTO PARTS INC,2023-11-20,2023-11-21,Q3,2023
22,AAP,ADVANCE AUTO PARTS INC,2023-08-22,2023-08-23,Q2,2023
22,AAP,ADVANCE AUTO PARTS INC,2023-06-05,2023-06-06,Q1,2023
22,AAP,ADVANCE AUTO PARTS INC,2023-02-27,2023-02-28,FY,2022
22,AAP,ADVANCE AUTO PARTS INC,2022-11-15,2022-11-16,Q3,2022
22,AAP,ADVANCE AUTO PARTS INC,2022-08-23,2022-08-24,Q2,2022
22,AAP,ADVANCE AUTO PARTS INC,2022-05-23,2022-05-24,Q1,2022
23,SQ,"Block, Inc.",2024-02-21,2024-02-22,FY,2023
23,SQ,"Block, Inc.",2023-11-01,2023-11-02,Q3,2023
23,SQ,"Block, Inc.",2023-08-02,2023-08-03,Q2,2023
23,SQ,"Block, Inc.",2023-05-03,2023-05-04,Q1,2023
23,SQ,"Block, Inc.",2023-02-22,2023-02-23,FY,2022
23,SQ,"Block, Inc.",2022-11-02,2022-11-03,Q3,2022
23,SQ,"Block, Inc.",2022-08-03,2022-08-04,Q2,2022
23,SQ,"Block, Inc.",2022-05-04,2022-05-05,Q1,2022
23,SQ,"Block, Inc.",2022-02-23,2022-02-24,FY,2021
24,AMD,ADVANCED MICRO DEVICES INC,2024-01-30,2024-01-31,FY,2023
24,AMD,ADVANCED MICRO DEVICES INC,2023-10-31,2023-11-01,Q3,2023
24,AMD,ADVANCED MICRO DEVICES INC,2023-08-01,2023-08-02,Q2,2023
24,AMD,ADVANCED MICRO DEVICES INC,2023-05-02,2023-05-03,Q1,2023
24,AMD,ADVANCED MICRO DEVICES INC,2023-02-26,2023-02-27,FY,2022
24,AMD,ADVANCED MICRO DEVICES INC,2022-11-01,2022-11-02,Q3,2022
24,AMD,ADVANCED MICRO DEVICES INC,2022-08-02,2022-08-03,Q2,2022
24,AMD,ADVANCED MICRO DEVICES INC,2022-05-03,2022-05-04,Q1,2022
24,AMD,ADVANCED MICRO DEVICES INC,2022-02-02,2022-02-03,FY,2021
25,JNJ,JOHNSON & JOHNSON,2024-02-15,2024-02-16,FY,2023
25,JNJ,JOHNSON & JOHNSON,2023-07-30,2023-07-31,Q2,2023
25,JNJ,JOHNSON & JOHNSON,2023-04-27,2023-04-28,Q1,2023
25,JNJ,JOHNSON & JOHNSON,2022-10-26,2022-10-27,Q3,2023
25,JNJ,JOHNSON & JOHNSON,2022-02-16,2022-02-17,FY,2022
26,DVN,DEVON ENERGY CORP/DE,2024-02-27,2024-02-28,FY,2023
26,DVN,DEVON ENERGY CORP/DE,2023-11-07,2023-11-08,Q3,2023
26,DVN,DEVON ENERGY CORP/DE,2023-08-01,2023-08-02,Q2,2023
26,DVN,DEVON ENERGY CORP/DE,2023-05-08,2023-05-09,Q1,2023
26,DVN,DEVON ENERGY CORP/DE,2023-02-14,2023-02-15,FY,2022
26,DVN,DEVON ENERGY CORP/DE,2022-11-01,2022-11-02,Q3,2022
26,DVN,DEVON ENERGY CORP/DE,2022-08-01,2022-08-02,Q2,2022
26,DVN,DEVON ENERGY CORP/DE,2022-05-02,2022-05-03,Q1,2022
26,DVN,DEVON ENERGY CORP/DE,2022-02-15,2022-02-16,FY,2021
27,LANC,LANCASTER COLONY CORP,2024-01-31,2024-02-01,Q2,2024
27,LANC,LANCASTER COLONY CORP,2023-11-01,2023-11-02,Q1,2024
27,LANC,LANCASTER COLONY CORP,2023-08-22,2023-08-23,FY,2023
27,LANC,LANCASTER COLONY CORP,2023-05-03,2023-05-04,Q3,2023
27,LANC,LANCASTER COLONY CORP,2023-02-01,2023-02-02,Q2,2023
27,LANC,LANCASTER COLONY CORP,2022-11-02,2022-11-03,Q1,2023
27,LANC,LANCASTER COLONY CORP,2022-08-24,2022-08-25,FY,2022
27,LANC,LANCASTER COLONY CORP,2022-05-04,2022-05-05,Q3,2022
27,LANC,LANCASTER COLONY CORP,2022-02-02,2022-02-03,Q2,2022
29,LSCC,LATTICE SEMICONDUCTOR CORP,2024-02-15,2024-02-16,FY,2023
29,LSCC,LATTICE SEMICONDUCTOR CORP,2023-10-30,2023-10-31,Q3,2023
29,LSCC,LATTICE SEMICONDUCTOR CORP,2023-07-31,2023-08-01,Q2,2023
29,LSCC,LATTICE SEMICONDUCTOR CORP,2023-05-01,2023-05-02,Q1,2023
29,LSCC,LATTICE SEMICONDUCTOR CORP,2023-02-16,2023-02-17,FY,2022
29,LSCC,LATTICE SEMICONDUCTOR CORP,2022-10-31,2022-11-01,Q3,2022
29,LSCC,LATTICE SEMICONDUCTOR CORP,2022-08-01,2022-08-02,Q2,2022
29,LSCC,LATTICE SEMICONDUCTOR CORP,2022-05-03,2022-05-04,Q1,2022
30,CAT,CATERPILLAR INC,2024-02-15,2024-02-16,FY,2023
30,CAT,CATERPILLAR INC,2023-10-31,2023-11-01,Q3,2023
30,CAT,CATERPILLAR INC,2023-08-01,2023-08-02,Q2,2023
30,CAT,CATERPILLAR INC,2023-05-02,2023-05-03,Q1,2023
30,CAT,CATERPILLAR INC,2023-02-14,2023-02-15,FY,2022
30,CAT,CATERPILLAR INC,2022-11-01,2022-11-02,Q3,2022
30,CAT,CATERPILLAR INC,2022-08-02,2022-08-03,Q2,2022
30,CAT,CATERPILLAR INC,2022-05-03,2022-05-04,Q1,2022
30,CAT,CATERPILLAR INC,2022-02-15,2022-02-16,FY,2021
31,JPM,JPMORGAN CHASE & CO,2024-02-15,2024-02-16,FY,2023
31,JPM,JPMORGAN CHASE & CO,2023-10-31,2023-11-01,Q3,2023
31,JPM,JPMORGAN CHASE & CO,2023-08-02,2023-08-03,Q2,2023
31,JPM,JPMORGAN CHASE & CO,2023-05-02,2023-05-03,Q1,2023
31,JPM,JPMORGAN CHASE & CO,2023-02-20,2023-02-21,FY,2022
31,JPM,JPMORGAN CHASE & CO,2022-11-02,2022-11-03,Q3,2022
31,JPM,JPMORGAN CHASE & CO,2022-08-02,2022-08-03,Q2,2022
31,JPM,JPMORGAN CHASE & CO,2022-05-02,2022-05-03,Q1,2022
31,JPM,JPMORGAN CHASE & CO,2022-02-21,2022-02-22,FY,2021
32,CMA,COMERICA INC /NEW/,2024-02-27,2024-02-28,FY,2023
32,CMA,COMERICA INC /NEW/,2023-10-29,2023-10-30,Q3,2023
32,CMA,COMERICA INC /NEW/,2023-07-25,2023-07-26,Q2,2023
32,CMA,COMERICA INC /NEW/,2023-04-27,2023-04-28,Q1,2023
32,CMA,COMERICA INC /NEW/,2023-02-13,2023-02-14,FY,2022
32,CMA,COMERICA INC /NEW/,2022-10-27,2022-10-28,Q3,2022
32,CMA,COMERICA INC /NEW/,2022-07-27,2022-07-28,Q2,2022
32,CMA,COMERICA INC /NEW/,2022-04-26,2022-04-27,Q1,2022
32,CMA,COMERICA INC /NEW/,2022-02-15,2022-02-16,FY,2021
33,KAI,KADANT INC,2024-02-26,2024-02-27,FY,2023
33,KAI,KADANT INC,2023-11-07,2023-11-08,Q3,2023
33,KAI,KADANT INC,2023-08-08,2023-08-09,Q2,2023
33,KAI,KADANT INC,2023-05-09,2023-05-10,Q1,2023
33,KAI,KADANT INC,2023-02-27,2023-02-28,FY,2022
33,KAI,KADANT INC,2022-11-08,2022-11-09,Q3,2022
33,KAI,KADANT INC,2022-08-09,2022-08-10,Q2,2022
33,KAI,KADANT INC,2022-05-10,2022-05-11,Q1,2022
34,COP,CONOCOPHILLIPS,2024-02-14,2024-02-15,FY,2023
34,COP,CONOCOPHILLIPS,2023-11-01,2023-11-02,Q3,2023
34,COP,CONOCOPHILLIPS,2023-08-02,2023-08-03,Q2,2023
34,COP,CONOCOPHILLIPS,2023-05-03,2023-05-04,Q1,2023
34,COP,CONOCOPHILLIPS,2023-02-15,2023-02-16,FY,2022
34,COP,CONOCOPHILLIPS,2022-11-02,2022-11-03,Q3,2022
34,COP,CONOCOPHILLIPS,2022-08-03,2022-08-04,Q2,2022
34,COP,CONOCOPHILLIPS,2022-05-04,2022-05-05,Q1,2022
34,COP,CONOCOPHILLIPS,2022-02-16,2022-02-17,FY,2021
35,GOOGL,Alphabet Inc.,2024-01-30,2024-01-31,FY,2023
35,GOOGL,Alphabet Inc.,2023-10-24,2023-10-25,Q3,2023
35,GOOGL,Alphabet Inc.,2023-07-25,2023-07-26,Q2,2023
35,GOOGL,Alphabet Inc.,2023-04-25,2023-04-26,Q1,2023
35,GOOGL,Alphabet Inc.,2023-02-02,2023-02-03,FY,2022
35,GOOGL,Alphabet Inc.,2022-10-25,2022-10-26,Q3,2022
35,GOOGL,Alphabet Inc.,2022-07-26,2022-07-27,Q2,2022
35,GOOGL,Alphabet Inc.,2022-04-26,2022-04-27,Q1,2022
35,GOOGL,Alphabet Inc.,2022-02-01,2022-02-02,FY,2021
36,LNG,"Cheniere Energy, Inc.",2024-02-21,2024-02-22,FY,2023
36,LNG,"Cheniere Energy, Inc.",2023-11-01,2023-11-02,Q3,2023
36,LNG,"Cheniere Energy, Inc.",2023-08-02,2023-08-03,Q2,2023
36,LNG,"Cheniere Energy, Inc.",2023-05-01,2023-05-02,Q1,2023
36,LNG,"Cheniere Energy, Inc.",2023-02-22,2023-02-23,FY,2022
36,LNG,"Cheniere Energy, Inc.",2022-11-02,2022-11-03,Q3,2022
36,LNG,"Cheniere Energy, Inc.",2022-08-03,2022-08-04,Q2,2022
36,LNG,"Cheniere Energy, Inc.",2022-05-03,2022-05-04,Q1,2022
36,LNG,"Cheniere Energy, Inc.",2022-02-23,2022-02-24,FY,2021
37,M,"Macy's, Inc.",2024-03-21,2024-03-22,FY,2024
37,M,"Macy's, Inc.",2023-11-27,2023-11-28,Q3,2024
37,M,"Macy's, Inc.",2023-08-24,2023-08-25,Q2,2024
37,M,"Macy's, Inc.",2023-06-05,2023-06-06,Q1,2024
37,M,"Macy's, Inc.",2023-03-23,2023-03-24,FY,2023
37,M,"Macy's, Inc.",2022-11-29,2022-11-30,Q3,2023
37,M,"Macy's, Inc.",2022-08-25,2022-08-26,Q2,2023
37,M,"Macy's, Inc.",2022-06-06,2022-06-07,Q1,2023
37,M,"Macy's, Inc.",2022-03-24,2022-03-25,FY,2022
38,AAPL,Apple Inc.,2024-02-01,2024-02-02,Q1,2024
38,AAPL,Apple Inc.,2023-11-02,2023-11-03,FY,2023
38,AAPL,Apple Inc.,2023-08-03,2023-08-04,Q3,2023
38,AAPL,Apple Inc.,2023-05-04,2023-05-05,Q2,2023
38,AAPL,Apple Inc.,2023-02-02,2023-02-03,Q1,2023
38,AAPL,Apple Inc.,2022-10-27,2022-10-28,FY,2022
38,AAPL,Apple Inc.,2022-07-28,2022-07-29,Q3,2022
38,AAPL,Apple Inc.,2022-04-28,2022-04-29,Q2,2022
38,AAPL,Apple Inc.,2022-01-27,2022-01-28,Q1,2022
39,T,AT&T INC.,2024-02-22,2024-02-23,FY,2023
39,T,AT&T INC.,2023-10-30,2023-10-31,Q3,2023
39,T,AT&T INC.,2023-07-26,2023-07-27,Q2,2023
39,T,AT&T INC.,2023-04-30,2023-05-01,Q1,2023
39,T,AT&T INC.,2023-02-12,2023-02-13,FY,2022
39,T,AT&T INC.,2022-11-02,2022-11-03,Q3,2022
39,T,AT&T INC.,2022-08-03,2022-08-04,Q2,2022
39,T,AT&T INC.,2022-05-02,2022-05-03,Q1,2022
39,T,AT&T INC.,2022-02-15,2022-02-16,FY,2021
40,META,"Meta Platforms, Inc.",2024-02-01,2024-02-02,FY,2023
40,META,"Meta Platforms, Inc.",2023-10-25,2023-10-26,Q3,2023
40,META,"Meta Platforms, Inc.",2023-07-26,2023-07-27,Q2,2023
40,META,"Meta Platforms, Inc.",2023-04-26,2023-04-27,Q1,2023
40,META,"Meta Platforms, Inc.",2023-02-01,2023-02-02,FY,2022
40,META,"Meta Platforms, Inc.",2022-10-26,2022-10-27,Q3,2022
40,META,"Meta Platforms, Inc.",2022-07-27,2022-07-28,Q2,2022
41,NVDA,NVIDIA CORP,2024-02-20,2024-02-21,FY,2024
41,NVDA,NVIDIA CORP,2023-11-20,2023-11-21,Q3,2024
41,NVDA,NVIDIA CORP,2023-08-27,2023-08-28,Q2,2024
41,NVDA,NVIDIA CORP,2023-05-25,2023-05-26,Q1,2024
41,NVDA,NVIDIA CORP,2023-02-23,2023-02-24,FY,2023
41,NVDA,NVIDIA CORP,2022-11-17,2022-11-18,Q3,2023
41,NVDA,NVIDIA CORP,2022-08-30,2022-08-31,Q2,2023
41,NVDA,NVIDIA CORP,2022-05-26,2022-05-27,Q1,2023
41,NVDA,NVIDIA CORP,2022-03-17,2022-03-18,FY,2022
42,NXPI,NXP Semiconductors N.V.,2024-02-21,2024-02-22,FY,2023
42,NXPI,NXP Semiconductors N.V.,2023-11-06,2023-11-07,Q3,2023
42,NXPI,NXP Semiconductors N.V.,2023-07-24,2023-07-25,Q2,2023
42,NXPI,NXP Semiconductors N.V.,2023-05-01,2023-05-02,Q1,2023
42,NXPI,NXP Semiconductors N.V.,2023-02-28,2023-03-01,FY,2022
42,NXPI,NXP Semiconductors N.V.,2022-10-31,2022-11-01,Q3,2022
42,NXPI,NXP Semiconductors N.V.,2022-07-25,2022-07-26,Q2,2022
